ANIO;MINICIO;MES;CODSEXO;CODMUN;MUN112;PROV;ISLA;RECURSO;FRECURSO
2014;06;Junio;;35006;Arucas;Las Palmas;Gran Canaria;NA;NA
2014;09;Septiembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Rechazo Posterior Protocolo
2009;09;Septiembre;Mu;35002;Agüimes;Las Palmas;Gran Canaria;Ambulancia SVB;Intervención Pospuesta
2014;10;Octubre;;38042;Silos Los;Tenerife;Tenerife;NA;NA
2008;12;Diciembre;Ho;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;No Valorable / Error
2008;07;Julio;;35004;Arrecife;Las Palmas;Lanzarote;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2010;12;Diciembre;;35002;Agüimes;Las Palmas;Gran Canaria;Bomberos;Actuación in situ
2012;04;Abril;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;06;Junio;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2013;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2007;11;Noviembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;Ya Evacuado
2012;03;Marzo;Mu;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Anulado Indicación Alertante
2014;03;Marzo;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia Sanitarizada;Intervención Pospuesta
2006;05;Mayo;;38004;Arafo;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2008;05;Mayo;Mu;35026;Telde;Las Palmas;Gran Canaria;NA;Transp. Urg. NO Medicalizado
2006;02;Febrero;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;10;Octubre;Ho;35034;Yaiza;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;06;Junio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Bomberos;Rechazo Posterior Protocolo
2013;09;Septiembre;Ho;38017;Granadilla de Abona;Tenerife;Tenerife;Bomberos;Rescate en Tierra
2012;08;Agosto;;35020;San Nicolás Tolentino;Las Palmas;Gran Canaria;Policia Local;Sin Recurso Disponible
2012;06;Junio;;35027;Teror;Las Palmas;Gran Canaria;Guardia Civil;Anulado Indicación Alertante
2010;01;Enero;;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;06;Junio;;38040;Santiago del Teide;Tenerife;Tenerife;Bomberos;Anulado por Informe Otro Recu
2011;03;Marzo;;38010;Buenavista del Norte;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2008;09;Septiembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;Transp. Urg. NO Medicalizado
2005;08;Agosto;Ho;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;07;Julio;Ho;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVA;Intervención Pospuesta
2008;06;Junio;Ho;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;10;Octubre;Mu;38020;Güimar;Tenerife;Tenerife;Ambulancia SVA;Asistencia in situ
2013;10;Octubre;;35004;Arrecife;Las Palmas;Lanzarote;Cuerpo Nacional de Policia;Incidente Resuelto
2008;01;Enero;;35011;Ingenio;Las Palmas;Gran Canaria;Ambulancia SVB;Falsa Alarma
2013;02;Febrero;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2013;11;Noviembre;Mu;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia Sanitarizada;Intervención Pospuesta
2014;12;Diciembre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Colaboración con Otro Recurso
2012;07;Julio;Mu;38023;Laguna La;Tenerife;Tenerife;NA;NA
2011;12;Diciembre;Mu;38006;Arona;Tenerife;Tenerife;Policia Local;Actuación in situ
2008;05;Mayo;;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2005;08;Agosto;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;08;Agosto;Mu;38043;Tacoronte;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;07;Julio;Ho;35006;Arucas;Las Palmas;Gran Canaria;NA;NA
2006;06;Junio;Ho;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Transporte Secundario
2008;12;Diciembre;;38028;Puerto de la Cruz;Tenerife;Tenerife;NA;NA
2009;01;Enero;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Lesiones
2007;06;Junio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2008;03;Marzo;;38005;Arico;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2014;12;Diciembre;;38013;Frontera;Tenerife;El Hierro;Otros;Actuación in situ
2012;05;Mayo;;35032;Valleseco;Las Palmas;Gran Canaria;NA;NA
2007;11;Noviembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;09;Septiembre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVA;Asistencia in situ
2010;01;Enero;;35002;Agüimes;Las Palmas;Gran Canaria;Bomberos;Falsa Alarma
2011;10;Octubre;Mu;35006;Arucas;Las Palmas;Gran Canaria;NA;NA
2005;12;Diciembre;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2012;06;Junio;Ho;38009;Breña Baja;Tenerife;La Palma;Ambulancia Transporte;Derivado a MTSNU
2007;11;Noviembre;;35006;Arucas;Las Palmas;Gran Canaria;NA;NA
2012;09;Septiembre;Ho;38011;Candelaria;Tenerife;Tenerife;Ambulancia SVB;Derivado a Otra Intervención
2005;06;Junio;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2014;04;Abril;Mu;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;06;Junio;Ho;38043;Tacoronte;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;11;Noviembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;11;Noviembre;;38010;Buenavista del Norte;Tenerife;Tenerife;Guardia Civil;Intervención Pospuesta
2006;06;Junio;Mu;38024;Llanos de Aridane Los;Tenerife;La Palma;Ambulancia SVB;Alta Voluntaria
2005;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2005;09;Septiembre;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;06;Junio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2013;02;Febrero;;38026;Orotava La;Tenerife;Tenerife;Bomberos;Informacion sin Seguimiento
2010;10;Octubre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;04;Abril;;38020;Güimar;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2014;11;Noviembre;Mu;35004;Arrecife;Las Palmas;Lanzarote;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2013;09;Septiembre;;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;08;Agosto;;38032;Rosario El;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2013;02;Febrero;Ho;38023;Laguna La;Tenerife;Tenerife;NA;NA
2009;02;Febrero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Otros;Colaboración con Otro Recurso
2014;09;Septiembre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2014;11;Noviembre;Mu;35004;Arrecife;Las Palmas;Lanzarote;Ambulancia SVB;Rechazo Inicial Protocolo
2008;12;Diciembre;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2008;10;Octubre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2010;04;Abril;;38006;Arona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2010;04;Abril;Mu;38026;Orotava La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;01;Enero;Ho;35028;Tías;Las Palmas;Lanzarote;Ambulancia SVB;Ya Evacuado
2009;08;Agosto;;35011;Ingenio;Las Palmas;Gran Canaria;NA;NA
2011;03;Marzo;Ho;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Colaboración con Otro Recurso
2010;06;Junio;Mu;38039;Santa Ursula;Tenerife;Tenerife;NA;NA
2011;09;Septiembre;Ho;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVA;Intervención Pospuesta
2005;10;Octubre;;35017;Puerto Rosario;Las Palmas;Fuerteventura;Policia Local;Actuación in situ
2007;07;Julio;Mu;38037;Santa Cruz de La Palma;Tenerife;La Palma;Ambulancia SVB;Anulado Indicación Alertante
2010;04;Abril;;35016;Las Palmas;Las Palmas;Gran Canaria;Bomberos;Extincion de Incendios
2009;05;Mayo;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Alta Voluntaria
2005;12;Diciembre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2007;07;Julio;;35023;Santa María Guía;Las Palmas;Gran Canaria;Guardia Civil;Rechazo Posterior Protocolo
2012;06;Junio;Ho;38008;Breña Alta;Tenerife;La Palma;Ambulancia SVB;Transporte Secundario
2014;09;Septiembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Guardia Civil;Informacion sin Seguimiento
2005;05;Mayo;Ho;38001;Adeje;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;04;Abril;Ho;35015;Pájara;Las Palmas;Fuerteventura;Ambulancia SVB;Rechazo Posterior Protocolo
2012;05;Mayo;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;01;Enero;Ho;35017;Puerto Rosario;Las Palmas;Fuerteventura;NA;NA
2006;01;Enero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2010;04;Abril;Ho;38022;Icod de los Vinos;Tenerife;Tenerife;Ambulancia SVB;Colaboración con Otro Recurso
2008;07;Julio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Rechazo Posterior Protocolo
2012;05;Mayo;Ho;35032;Valleseco;Las Palmas;Gran Canaria;Guardia Civil;No Valorable / Error
2014;07;Julio;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;05;Mayo;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;07;Julio;Ho;38008;Breña Alta;Tenerife;La Palma;Ambulancia SVB;Sin Recurso Disponible
2007;07;Julio;;38026;Orotava La;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2010;05;Mayo;;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2013;09;Septiembre;Ho;35031;Valsequillo;Las Palmas;Gran Canaria;Policia Local;Actuación in situ
2009;11;Noviembre;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;03;Marzo;Ho;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Bomberos;Extincion de Incendios
2011;01;Enero;Mu;38028;Puerto de la Cruz;Tenerife;Tenerife;Ambulancia Sanitarizada;Asistencia in situ
2008;02;Febrero;;38017;Granadilla de Abona;Tenerife;Tenerife;Policia Local;Actuación in situ
2010;09;Septiembre;Ho;38026;Orotava La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;12;Diciembre;;35004;Arrecife;Las Palmas;Lanzarote;Policia Local;Informacion sin Seguimiento
2009;03;Marzo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;No Valorable / Error
2013;12;Diciembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Guardia Civil;Rechazo Posterior Protocolo
2006;02;Febrero;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2011;07;Julio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;10;Octubre;Mu;35027;Teror;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado por Informe Otro Recu
2005;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;04;Abril;;38017;Granadilla de Abona;Tenerife;Tenerife;Otros;Informacion sin Seguimiento
2012;01;Enero;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVB;Rechazo Posterior Protocolo
2010;02;Febrero;;38026;Orotava La;Tenerife;Tenerife;Otros;No Valorable / Error
2014;02;Febrero;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2010;12;Diciembre;;38040;Santiago del Teide;Tenerife;Tenerife;Guardia Civil;NA
2008;08;Agosto;;38015;Garachico;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2009;06;Junio;;38031;Realejos Los;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;01;Enero;;35026;Telde;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2012;09;Septiembre;Mu;38019;Guia de Isora;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;04;Abril;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2006;06;Junio;Ho;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Recurso Disponible
2005;09;Septiembre;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2008;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Bomberos;Actuación in situ
2011;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2012;08;Agosto;;38035;San Miguel;Tenerife;Tenerife;NA;NA
2007;11;Noviembre;;38035;San Miguel;Tenerife;Tenerife;Policia Local;Varios
2009;12;Diciembre;Mu;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Ambulancia SVA;Transporte Secundario
2006;10;Octubre;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;Transp. Urg. NO Medicalizado
2008;11;Noviembre;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2013;02;Febrero;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;01;Enero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2012;03;Marzo;Ho;38028;Puerto de la Cruz;Tenerife;Tenerife;NA;NA
2007;05;Mayo;Ho;35011;Ingenio;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;02;Febrero;Ho;35024;Teguise;Las Palmas;Lanzarote;Ambulancia SVA;Transp. Urg. NO Medicalizado
2013;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2008;09;Septiembre;;38006;Arona;Tenerife;Tenerife;NA;NA
2006;03;Marzo;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVA;Rechazo Posterior Protocolo
2007;10;Octubre;Ho;38046;Tegueste;Tenerife;Tenerife;Policia Local;Sin Recurso Disponible
2007;07;Julio;Mu;38033;San Andres y Sauces;Tenerife;La Palma;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;03;Marzo;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2012;06;Junio;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;08;Agosto;;35030;Tuineje;Las Palmas;Fuerteventura;Policia Local;Varios
2006;02;Febrero;Ho;35006;Arucas;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2013;11;Noviembre;Ho;38035;San Miguel;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2010;03;Marzo;;35024;Teguise;Las Palmas;Lanzarote;NA;NA
2007;03;Marzo;;35009;Gáldar;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2012;12;Diciembre;;35026;Telde;Las Palmas;Gran Canaria;Bomberos;Servicio Denegado
2012;06;Junio;;38006;Arona;Tenerife;Tenerife;Policia Local;Actuación in situ
2012;09;Septiembre;Ho;35012;Mogán;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2014;01;Enero;Ho;35012;Mogán;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Recurso Disponible
2009;01;Enero;Mu;35013;Moya;Las Palmas;Gran Canaria;Ambulancia SVB;Alta Voluntaria
2005;02;Febrero;Mu;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;07;Julio;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2013;11;Noviembre;Ho;38041;Sauzal;Tenerife;Tenerife;NA;NA
2005;07;Julio;;38001;Adeje;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2006;07;Julio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2012;08;Agosto;;38050;Vallehermoso;Tenerife;La Gomera;Bomberos;Extincion de Incendios
2010;01;Enero;Mu;38032;Rosario El;Tenerife;Tenerife;NA;NA
2014;08;Agosto;Mu;35010;Haría;Las Palmas;Lanzarote;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;12;Diciembre;;35001;Agaete;Las Palmas;Gran Canaria;NA;NA
2007;12;Diciembre;Ho;35022;Santa Lucía;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;12;Diciembre;Mu;35027;Teror;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2009;10;Octubre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Actuación in situ
2009;08;Agosto;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2014;08;Agosto;;35006;Arucas;Las Palmas;Gran Canaria;Otros;Servicio Preventivo
2009;03;Marzo;;38031;Realejos Los;Tenerife;Tenerife;Bomberos;Actuación in situ
2009;06;Junio;Ho;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Sin Recurso Disponible
2014;10;Octubre;;38023;Laguna La;Tenerife;Tenerife;Cuerpo Nacional de Policia;Anulado Indicación Alertante
2005;01;Enero;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Policia Local;Informacion sin Seguimiento
2014;06;Junio;;38004;Arafo;Tenerife;Tenerife;Policia Local;Rechazo Inicial Protocolo
2009;08;Agosto;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;12;Diciembre;Ho;38026;Orotava La;Tenerife;Tenerife;Policia Local;No Valorable / Error
2008;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;02;Febrero;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2012;11;Noviembre;Mu;35026;Telde;Las Palmas;Gran Canaria;Ambulancia SVB;Ya Evacuado
2009;09;Septiembre;;38035;San Miguel;Tenerife;Tenerife;NA;NA
2008;06;Junio;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Rechazo Posterior Protocolo
2011;01;Enero;Mu;38001;Adeje;Tenerife;Tenerife;NA;No Valorable / Error
2011;06;Junio;;35006;Arucas;Las Palmas;Gran Canaria;Policia Local;Actuación in situ
2013;02;Febrero;Ho;38035;San Miguel;Tenerife;Tenerife;Ambulancia SVB;Alta Voluntaria
2007;08;Agosto;Ho;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;03;Marzo;Ho;35002;Agüimes;Las Palmas;Gran Canaria;Ambulancia SVB;Sin Recurso Disponible
2007;10;Octubre;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2013;11;Noviembre;Mu;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;NA;NA
2011;04;Abril;;35023;Santa María Guía;Las Palmas;Gran Canaria;Bomberos;Extincion de Incendios
2008;03;Marzo;;35014;La Oliva;Las Palmas;Fuerteventura;NA;NA
2012;04;Abril;Ho;38006;Arona;Tenerife;Tenerife;Policia Local;Anulado Indicación Alertante
2011;05;Mayo;;38001;Adeje;Tenerife;Tenerife;NA;NA
2014;12;Diciembre;Mu;35011;Ingenio;Las Palmas;Gran Canaria;Ambulancia SVB;Anulado Indicación Alertante
2011;06;Junio;Ho;35017;Puerto Rosario;Las Palmas;Fuerteventura;Ambulancia SVB;Transp. Urg. NO Medicalizado
2009;08;Agosto;Ho;38024;Llanos de Aridane Los;Tenerife;La Palma;Otros;Rechazo Inicial Protocolo
2006;12;Diciembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2012;09;Septiembre;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Cuerpo Nacional de Policia;Rechazo Inicial Protocolo
2011;07;Julio;Mu;38006;Arona;Tenerife;Tenerife;Ambulancia Sanitarizada;Alta Voluntaria
2009;01;Enero;Ho;38023;Laguna La;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2010;08;Agosto;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2007;10;Octubre;;38023;Laguna La;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2008;10;Octubre;;35034;Yaiza;Las Palmas;Lanzarote;NA;NA
2014;07;Julio;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Actuación in situ
2011;08;Agosto;;38009;Breña Baja;Tenerife;La Palma;NA;NA
2009;10;Octubre;;35004;Arrecife;Las Palmas;Lanzarote;NA;NA
2009;03;Marzo;Mu;38017;Granadilla de Abona;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2012;05;Mayo;;35022;Santa Lucía;Las Palmas;Gran Canaria;NA;NA
2012;01;Enero;;38039;Santa Ursula;Tenerife;Tenerife;Guardia Civil;Informacion sin Seguimiento
2011;07;Julio;;35015;Pájara;Las Palmas;Fuerteventura;NA;NA
2012;08;Agosto;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2013;02;Febrero;;38017;Granadilla de Abona;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2007;03;Marzo;;38023;Laguna La;Tenerife;Tenerife;NA;Rechazo Inicial Protocolo
2010;06;Junio;;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2007;04;Abril;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2005;03;Marzo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;08;Agosto;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2014;07;Julio;;38006;Arona;Tenerife;Tenerife;NA;NA
2012;09;Septiembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2007;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Asistencia in situ
2010;03;Marzo;Ho;38006;Arona;Tenerife;Tenerife;Ambulancia SVA;Transporte Secundario
2007;08;Agosto;;35012;Mogán;Las Palmas;Gran Canaria;NA;NA
2013;11;Noviembre;;35004;Arrecife;Las Palmas;Lanzarote;Policia Local;Rechazo Posterior Protocolo
2012;04;Abril;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
2014;02;Febrero;;35016;Las Palmas;Las Palmas;Gran Canaria;Bomberos;Informacion sin Seguimiento
2005;02;Febrero;Ho;38023;Laguna La;Tenerife;Tenerife;NA;NA
2010;04;Abril;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia Sanitarizada;Transporte Urg. Sanitarizado
2006;01;Enero;Mu;38011;Candelaria;Tenerife;Tenerife;NA;Rechazo Posterior Protocolo
2013;07;Julio;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Bomberos;Intervención Pospuesta
2007;12;Diciembre;;38040;Santiago del Teide;Tenerife;Tenerife;Guardia Civil;Colaboración con Otro Recurso
2006;09;Septiembre;;35016;Las Palmas;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;No Valorable / Error
2007;09;Septiembre;;38001;Adeje;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2011;09;Septiembre;;35019;San Bartolomé Tirajana;Las Palmas;Gran Canaria;Cuerpo Nacional de Policia;Informacion sin Seguimiento
2007;07;Julio;;38050;Vallehermoso;Tenerife;La Gomera;Otros;Informacion sin Seguimiento
2010;02;Febrero;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Actuación in situ
2014;12;Diciembre;;38011;Candelaria;Tenerife;Tenerife;Guardia Civil;Rechazo Inicial Protocolo
2014;04;Abril;Mu;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Ambulancia SVB;Transp. Urg. NO Medicalizado
2006;05;Mayo;;38038;Santa Cruz de Tenerife;Tenerife;Tenerife;Policia Local;Informacion sin Seguimiento
2014;10;Octubre;Ho;35016;Las Palmas;Las Palmas;Gran Canaria;Ambulancia SVB;Transp. Urg. NO Medicalizado
2005;05;Mayo;Mu;35016;Las Palmas;Las Palmas;Gran Canaria;NA;NA
